Particle/fiber embedded composite, Microstructure, Cohesive zone, Virtual testing, Finite element modeling,,,,,,,,,,,,
Visualization, High-dimensional data, Theoretical models, Open data, FAIR, Particle physics,,,,,,,,,,,
Quantum Monte Carlo, Computational chemistry, Benchmark calculations,,,,,,,,,,,,,,
Stochastic, Anaerobic digestion, Decision support, Economics,,,,,,,,,,,,,
Adaptive optics, Monte-Carlo, Simulation, Modelling,,,,,,,,,,,,,
Surface processes, Geomorphology, Paleogeomorphology, Morphodynamics, Landscape evolution model,,,,,,,,,,,,
Laboratory X-ray micro-computed tomography, Beam characterisation, Python, Beam hardening, Three-dimensional densitometry,,,,,,,,,,,,
Energy profiling, DVFS, System management, Remote management,,,,,,,,,,,,,
Experimental mechanics, Full-field measurements, Image correlation,,,,,,,,,,,,,,
Continuous variable, Categorical variable, Data privacy, Dirichlet process priors, Imputation, Missing data,,,,,,,,,,,
Decision making, DEX, Decision support systems, DSS architecture,,,,,,,,,,,,,
Autism spectrum disorder (ASD), Model-driven development (MDD), Co-design, Automatic software generation,,,,,,,,,,,,,
Crops, Leaf area index, Machine learning, Regression model, Vegetation indices,,,,,,,,,,,,
Pushover analysis, Reinforced concrete frames, OpenSeesPy, Browser-based interface,,,,,,,,,,,,,
Chatbots, OpenAPI, Large language models (LLMs), Conversational AI, Spec2chat,,,,,,,,,,,,
Digital twins, Cloud-edge computing, Electrocardiogram, Education,,,,,,,,,,,,,
Lock-in amplifier, Python library, Discrete Fourier transform, Digital processing, Thermography,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Accuracy metrics, Classification, Confusion matrix, Python,,,,,,,,,,,,,
Discrete event simulation, Simulation engine, Simulation saving/restoring, Model journaling, Computer simulation,,,,,,,,,,,,
Bathymetry, Digital terrain and surface model, KNN, IDW, DCT compression,,,,,,,,,,,,
Python, Parallel computing, Model reduction, Resolvent analysis, Stability analysis, Harmonic resolvent analysis,,,,,,,,,,,
Dynamic loading, Fracture, Damage, Phase field, Crack path, FeniCS,,,,,,,,,,,
Nonlinear acoustics, Kuznetsov equation, FDTD method, Doppler effect,,,,,,,,,,,,,
Wavelet construction, Wavelet theory, Signal processing, Java,,,,,,,,,,,,,
Energy system optimization, Transition pathway modeling, Sector-coupled energy systems, Open-source modeling, Mathematical modeling, Energy transition,,,,,,,,,,,
Danger detection, Audio classification, Deep learning, Mobile application,,,,,,,,,,,,,
MATLAB, Time-dependent Schr & ouml,dinger equation, Hartree-Fock, Symplectic propagator,,,,,,,,,,,,
Complete Lyapunov functions, C plus plus, Scientific computing, Dynamical systems, Autonomous ordinary differential equations, Quadratic programming,,,,,,,,,,,
AISdb, AIS dataset, Data processing, Data integration, Real-time system, Spatiotemporal querying, Maritime domain awareness,,,,,,,,,,
Time varying traffic, Telecommunication network, Semi-synthetic traffic generator,,,,,,,,,,,,,,
Art conservation, Machine learning, Deterioration detection, Cultural heritage,,,,,,,,,,,,,
ANN network, Gesture recognition, Locked-in syndrome, Interface,,,,,,,,,,,,,
Pseud relevance feedback, Web search engine, Exploratory search, Information retrieval,,,,,,,,,,,,,
Extended positive phase, Dynamic analysis, Blast loads, Membrane effect, Nonlinearity,,,,,,,,,,,,
Data pre-processing, Data cleaning, R package,,,,,,,,,,,,,,
TermX, Terminology server, Fast Healthcare Interoperability Resources, (FHIR), Model designer, FHIR Mapping Language (FML) editor,,,,,,,,,,,
Continuous integration, Taint analysis, Fuzz testing, Change analysis,,,,,,,,,,,,,
Open source licenses, OSI approved, Open source software, Understand, Select, Compare,,,,,,,,,,,
Energy market, Tariffs, Renewable energy investment, Economic evaluation, Life-cycle cost analysis, Cost-benefit analysis,,,,,,,,,,,
Apps script, Google sheet, Standardisation, Livestock event,,,,,,,,,,,,,
R package, Time series classification, Linear law, Feature space transformation, Artificial intelligence,,,,,,,,,,,,
Quantum computing, Benchmarking quantum computers, Discrimination of quantum measurements, Discrimination of von Neumann measurements, Open-source, Python programming,,,,,,,,,,,
Earth System modeling, Remapping, NetCDF, Shapefile, EASYMORE,,,,,,,,,,,,
Ranking, Fluorescence, Photosynthetic efficiency, Confusion matrices,,,,,,,,,,,,,
MOOSE, Libtorch, Scientific machine learning, Reinforcement learning,,,,,,,,,,,,,
Mathematical simulation, Hydrogen, Renewable energy, Java, Current code version v1.1,,,,,,,,,,,,
Static analysis, SAST, Android security, iOS security,,,,,,,,,,,,,
Image classification, Image blurring technique, Image generation, Convolutional neural networks, Tabular data into image,,,,,,,,,,,,
Homomorphic Encryption, Deep Learning, Symbolic execution, Privacy-preserving computation,,,,,,,,,,,,,
Shallow water equations, Finite volume method, Computational performance, High performance computing, CPU utilisation,,,,,,,,,,,,
Lead-acid battery, Electrode, Scilab, Mathematical model, Nondimensionalization,,,,,,,,,,,,
2D NMR data inversion, Inversion of exponential Laplace-type, kernels, Multiple penalty regularization, Uniform penalty principle, Adaptive regularization,,,,,,,,,,,
Parabolized stability equations, Transitional flows, Aerospace engineering, Transition with surface roughness,,,,,,,,,,,,,
MCDA, Distance metrics, Reference objects, Compromise ranking, Sensitivity analysis, Python,,,,,,,,,,,
Random sphere packing, Three-dimensional domain, Probability distribution, Matlab,,,,,,,,,,,,,
Scientific computing, Numerical simulations, RHEED oscillations, Rocking curves,,,,,,,,,,,,,
Covert channels, Exfiltration, Network security,,,,,,,,,,,,,,
Real time, Ultrasound imaging, Plug-in based,,,,,,,,,,,,,,
Molecular dynamics, Radiative thermostat, Temperature-dependent force field, Non-constant force field,,,,,,,,,,,,,
R, Coppe-Cosenza, Decision support,,,,,,,,,,,,,,
Small-angle scattering, Reproducibility characterization, Simulated annealing,,,,,,,,,,,,,,
Graph, Cluster, Bicluster,,,,,,,,,,,,,,
Parameter Estimation, Python, html, JavaScript, Software,,,,,,,,,,,,
Multidisciplinary analysis, Tool integration, Workflow execution, Collaboration, Distributed execution,,,,,,,,,,,,
Raspberry Pi, Digital image processing, Non-contact optical measurements, Open-source initiative,,,,,,,,,,,,,
High-order finite-difference, Turbulence, Cartesian mesh, High Performance Computing, Computational Fluid Dynamics,,,,,,,,,,,,
Structured expert judgment, Cooke's classical model, Expert opinion, Python module, EXCALIBUR software, ANDURIL, GUI,,,,,,,,,,
Antennas, Beam-pattern, Signal processing,,,,,,,,,,,,,,
Special functions, Elliptic integrals, Jacobian elliptical functions, MATLAB,,,,,,,,,,,,,
Web service API, Agricultural data, Agricultural management, Smart farming technologies,,,,,,,,,,,,,
Virtual reality, User experience, Geographic information system, Human-computer interaction,,,,,,,,,,,,,
Python, OpenGL, Vector field, Animation,,,,,,,,,,,,,
Eye tracking, Calibration, Library,,,,,,,,,,,,,,
Structured expert judgment, Cooke's classical model, MATLAB toolbox, EXCALIBUR software,,,,,,,,,,,,,
Lifetime spectroscopy, Signal processing, Pulse simulation,,,,,,,,,,,,,,
Ecopath with Ecosim, Ecological modelling, Input parameter sensitivity, Ecosampler,,,,,,,,,,,,,
Contaminant transport, Hydrogeology, Analytical solution, Advection-dispersion equation,,,,,,,,,,,,,
LoRa, Mesh networks, Routing, LPWAN, IoT,,,,,,,,,,,,
Multi-particle finite element method, Discrete element method, Particle size distribution, OpenRadioss, Powder compaction,,,,,,,,,,,,
Image inpainting, Hybrid similarity, Computer vision toolkit, Performance evaluation and analytics, CPU and GPU-accelerated implementations,,,,,,,,,,,,
NMR relaxometry, Capillary pressure saturation, Forward & inverse modelling, Regularization, Uncertainty,,,,,,,,,,,,
Energy system modeling, District heating, Time series generation, Urban energy planning, Waste heat utilization,,,,,,,,,,,,
Multi-Criteria Decision-Making, Adaptive Utility Ranking Algorithm, AURA, Python, Big data, Streamlit,,,,,,,,,,,
Electricity mix, Renewable energy, Life cycle assessment, Brightway, Variability,,,,,,,,,,,,
Rules, Classification, Regression, Survival analysis, Knowledge discovery, Explainable artificial intelligence, Python package,,,,,,,,,,
Python package, Flexibility area estimation, Distribution system flexibility, TSO-DSO coordination,,,,,,,,,,,,,
Stochastic weather generator, Climate change impacts, Precipitation, Temperature, Hydroclimate, Seasonality,,,,,,,,,,,
Deep learning, Learning rate, Batch size, Schedulers,,,,,,,,,,,,,
MELCOR, Gymnasium, Control, Reinforcement learning,,,,,,,,,,,,,
Water quality, Sensor data, Continuous monitoring data, Quality control, Open-source software, R,,,,,,,,,,,
Portfolio optimization, Reinforcement learning, Market simulation,,,,,,,,,,,,,,
Tree parity machine, Neural network, Neural synchronization, Key exchange,,,,,,,,,,,,,
Simulation, X-ray spectra, X-ray tube, Real-time simulations,,,,,,,,,,,,,
Digital twin, Building configuration model, Decision support system, IndoorGML,,,,,,,,,,,,,
DEMATEL, Fuzzy DEMATEL, MCDM, Python, Decision-making,,,,,,,,,,,,
Scientometrics, Scientific publication, API, Data analysis,,,,,,,,,,,,,
Classification, Multiclass data, Imbalanced data, Performance, ROC curve, Python,,,,,,,,,,,
Load profiles reconstruction, Python-based software, Non-intrusive methodology, Machine-learning, Data scarcity,,,,,,,,,,,,
Deep Learning, CNN, Pruning method, Pruning distribution,,,,,,,,,,,,,
Human behavior analysis, Feature extraction from video data,,,,,,,,,,,,,,,
Discrete-valued input control, Dynamic quantizers, Optimal design, Python,,,,,,,,,,,,,
Class noise models, Data generation, Bayesian networks,,,,,,,,,,,,,,
DLTS, LabVIEW, Defects, Rectifying junctions, Software MFIA,,,,,,,,,,,,
Uncertainty, Datatypes, Belief, Subjective logic, Libraries,,,,,,,,,,,,
Cloud, Edge, Monitoring, K3s cluster, Kubevirt,,,,,,,,,,,,
EBSD, Polygon, Crystal orientation, Microstructural modelling,,,,,,,,,,,,,
Geomagnetic disturbances, Magnetic field measurement, Geomagnetic storm, Geomagnetically induced currents,,,,,,,,,,,,,
Reproducibility, Open science, Python, Jupyter notebook, Google colaboratory, Package management,,,,,,,,,,,
MaOPs, Simulated annealing, Outranking, Decomposition, Uncertainty,,,,,,,,,,,,
Ecosystem services, First production stage, Open-source software, Sustainable forest management, Tree planting, Wood production,,,,,,,,,,,
Plant growth, RGB Depth, Temporal analysis,,,,,,,,,,,,,,
Eye-tracking, Dynamic areas of interest, Process models, BPMN,,,,,,,,,,,,,
Smart farming, Precision agriculture, Foliar analysis, Insect damage detection,,,,,,,,,,,,,
Artificial intelligence, Machine learning, Deep learning,,,,,,,,,,,,,,
Industrial emissions, E-PRTR, IED, Data analysis, Energy system modeling, Carbon capture and storage (CCS), Carbon capture and utilization (CCU),,,,,,,,,,
Quantum ML, Low-code platforms, Artificial intelligence,,,,,,,,,,,,,,
Instance generation, Novelty search, Evolutionary algorithm, Optimisation, Knapsack problem,,,,,,,,,,,,
Data compiler, Panel data, Spatial data, Governance, Trade, Competitiveness,,,,,,,,,,,
Finite element software, Soil-structure interaction, Wave propagation, Meso-scale simulation, Perfectly matched layer, Domain reduction method, Domain decomposition, High-performance computing, Parallel computing, Object-oriented programming,,,,,,,
Railway, Bridge, Numerical modelling, Vehicle-bridge interaction, Dynamics,,,,,,,,,,,,
Feature selection, Machine learning, Mutual information, Higher order approximation,,,,,,,,,,,,,
Trajectory preprocessing, Feature engineering, Parallel processing, Vectorization,,,,,,,,,,,,,
Chunks and Tasks programming model, Block-sparse, Parallelization, Quadtree, Sparse matrices, Task-based programming,,,,,,,,,,,
MCDA, Criteria weighting, pyrepo-mcda, Crispyn, Python, Multi-criteria assessment,,,,,,,,,,,
Split Hopkinson (Kolsky) Pressure Bar, Stress waves, Data processing, Signal analysis,,,,,,,,,,,,,
Combinatorial optimization, Hyper-heuristics, Job shop scheduling, Matlab, MatHH,,,,,,,,,,,,
Software technology, Data science, Reproducibility,,,,,,,,,,,,,,
Python package, FIRI model, D-region, Lower ionosphere of the Earth,,,,,,,,,,,,,
LIGO, OSG, Grid, DHTC,,,,,,,,,,,,,
Multi-particle, Exp-6 potential, Alchemical free energy, Cyclic molecules, Crankshaft move, Molecular Exchange Monte Carlo,,,,,,,,,,,
Calorimetry, Thermal analysis, Kinetic analysis, R,,,,,,,,,,,,,
Air quality monitoring, Wireless sensors, Measurement software, Portable monitoring unit, Expandable software,,,,,,,,,,,,
Thermal decomposition, Thermogravimetric analysis, Kinetic parameters, Vyazovkin method,,,,,,,,,,,,,
Ant colony optimisation, Java, Travelling salesman problem, Image segmentation,,,,,,,,,,,,,
Acquisition geometry, Data processing, Reconstruction algorithms, Tomography,,,,,,,,,,,,,
PET, Data processing, Software analysis framework,,,,,,,,,,,,,,
Humanoid robot, Roboception, Somatosensory system, Soft sensors, Robotics,,,,,,,,,,,,
Framework, Finite-element, Parallel, Multiphysics, Multiscale,,,,,,,,,,,,
Protein-protein docking, Scoring, Graph kernel functions, Support vector machines, MPI, Position-specific scoring matrix (PSSM),,,,,,,,,,,
Near-Optimal Regression Designs, Tchakaloff theorem, Caratheodory-Tchakaloff measure concentration,,,,,,,,,,,,,,
Quantum mechanics, SDK, C++, Data structures,,,,,,,,,,,,,
Coaxial probe, Nondestructive evaluation (NDE),,,,,,,,,,,,,,,
Elasticity imaging, Inverse problems, Medical imaging, Structural health monitoring,,,,,,,,,,,,,
Time-frequency distribution (TFDs), Time-scale distributions (TSDs), Instantaneous frequency, Discrete-time TFDs, Analytic signal, Time-frequency toolbox,,,,,,,,,,,
Neutron scattering, Reflectometry, User interface,,,,,,,,,,,,,,
Climate data, CMIP5, Climate models, HUBzero, Growing season temperature, Growing season precipitation, Climate change and agriculture,,,,,,,,,,
Seismic sequence stratigraphy, Chronostratigraphic analysis, Wheeler diagram, Seismic interpretation,,,,,,,,,,,,,
YADE, Discrete element method, Granular materials, Deformation,,,,,,,,,,,,,
Stroke screening, mHealth, Device-agnostic ingestion, Longitudinal monitoring,,,,,,,,,,,,,
Web gateway, REST-API, UIMA, NLP,,,,,,,,,,,,,
Visualizing, Unstructured-mesh, MPAS-A, Python-based,,,,,,,,,,,,,
Inelastic neutron scattering, Machine learning, Signal decomposition, Background determination,,,,,,,,,,,,,
Hypergraphs, Visualization, Godot engine,,,,,,,,,,,,,,
Climate modeling, Sparse data reconstruction, Point cloud, Xarray accessor, Deep learning,,,,,,,,,,,,
Video summarization, Query based summarization, Vision language models, Transformers,,,,,,,,,,,,,
Python, Simulation, Vehicular parking lot, Ambient conditions, Cabin temperature,,,,,,,,,,,,
Lipid order parameters, Molecular dynamics, Membranes, Molecular dynamics analysis, Gromacs,,,,,,,,,,,,
Peridynamics, Fracture, HPC, Computational science, MPI, Julia,,,,,,,,,,,
Energy efficiency, Machine learning, Predictive modeling, Building retrofitting, Decision support, Sustainable energy,,,,,,,,,,,
Climate analysis, Evapotranspiration, Intuitive tool, Software R,,,,,,,,,,,,,
Environmental science, REACT, Social media analytics, Twitter/X dashboard, Red tide,,,,,,,,,,,,
